Value;BAND_1;BAND_2;BAND_3;BAND_4;BAND_5;BAND_6;BAND_7;BAND_8;BAND_8A;BAND_9;BAND_11;BAND_12;QA60;NUVEM_SOMBRA;DIFERENCA_DIAS;Parameter;Dominio;Classe
14.7;3710;3648;3706;3648;3986;4019;4100;4064;4147;5971;4648;4401;0;NADA;0;TURBIDEZ;PMQs;1
14.7;1;6;45;6;1;1;1;1;1;1;17;19;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
14.7;867;719;995;798;967;720;767;627;742;1807;819;799;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
14.7;1003;1472;1656;1628;1763;1572;1640;1770;1619;1683;1692;1547;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
14.7;334;435;788;412;249;74;79;66;44;3;3;2;0;;0;TURBIDEZ;PMQs;1
14.8;613;745;982;926;840;558;555;511;480;420;361;324;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
14.8;207;268;418;256;400;113;111;85;41;;77;72;0;NADA;0;TURBIDEZ;Estados_Unidos;1
14.8;330;333;513;320;439;293;309;305;293;1119;167;91;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
14.828;498;529;666;550;608;339;341;332;304;741;265;180;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
14.9;489;774;975;1085;1387;1608;1751;1793;1857;1428;2439;2085;0;CIRRUS;0;TURBIDEZ;ANA;1
14.9;185;212;215;209;266;136;151;110;92;124;76;67;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
14.9;650;558;566;504;553;474;447;378;374;389;140;105;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
14.9;142;237;355;359;374;180;187;156;120;42;45;35;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
14.9;553;649;608;616;656;607;634;618;597;543;625;558;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15;1804;2056;2019;1936;1980;1778;1786;1803;1734;2325;1864;1506;0;CIRRUS;0;TURBIDEZ;ANA;1
15;86;195;685;212;368;97;108;72;52;39;128;128;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15;184;338;605;575;436;132;112;101;60;38;24;18;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15;270;446;885;640;610;217;219;183;158;68;166;157;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15;363;500;677;555;532;374;389;374;331;503;182;140;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15;684;678;936;644;923;590;599;512;468;457;312;271;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15;375;397;721;332;513;145;158;104;73;93;68;59;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15;1558;1753;2075;1886;1915;1440;1437;1302;1355;1179;1348;1235;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15;360;377;492;462;422;182;187;153;111;232;70;51;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15;424;573;802;701;649;506;486;417;413;456;496;457;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15;346;324;468;323;523;269;270;205;218;124;207;168;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15;346;324;468;323;523;269;270;205;218;124;207;168;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15;148;213;243;304;295;119;122;112;56;1;1;6;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.1;251;389;670;402;439;166;166;139;107;57;41;31;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15.1;798;181;184;216;262;236;297;285;303;1492;357;259;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.1;299;341;463;348;309;310;321;281;313;702;249;176;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.153724;448;519;511;426;596;538;566;570;513;1735;265;221;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.16;248;411;616;515;641;332;320;320;231;123;187;181;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15.2;136;260;359;113;84;56;58;51;42;7;36;32;0;CIRRUS;0;TURBIDEZ;PMQs;1
15.2;930;1276;1589;1326;1532;1444;1498;1332;1505;2490;1111;993;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.2;213;169;207;129;278;369;443;452;488;1666;326;147;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.2;205;287;422;263;473;264;294;266;220;193;138;90;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.3;346;348;427;346;340;155;160;103;97;683;112;87;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.3;131;166;364;252;333;114;108;98;59;1;11;10;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.3;403;283;467;235;228;206;306;94;345;1088;167;262;0;SHADOW;0;TURBIDEZ;PMQs;1
15.4;160;210;413;300;398;152;140;128;90;42;25;20;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15.4;634;821;1039;716;526;104;97;83;58;357;81;82;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15.4;552;517;726;565;554;314;319;270;305;730;269;335;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
15.4;466;316;434;448;440;266;277;243;204;904;276;217;0;SHADOW;0;TURBIDEZ;ANA;1
15.4;142;237;355;359;374;180;187;156;120;42;45;35;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.44;468;674;925;739;1005;785;833;714;741;1683;590;514;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.5;260;273;354;111;90;71;74;58;59;28;21;19;0;CIRRUS;0;TURBIDEZ;PMQs;1
15.5;443;404;482;409;529;613;707;614;736;1237;730;587;0;SHADOW;0;TURBIDEZ;ANA;1
15.5;1074;829;847;830;937;879;917;920;849;1945;945;787;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.5;375;361;410;385;446;325;319;273;266;257;166;148;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.5;1003;1472;1656;1628;1763;1572;1640;1770;1619;1683;1692;1547;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.5;139;178;383;267;360;117;118;109;82;1;14;11;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.5;198;233;333;141;105;72;95;84;88;82;61;39;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.5;334;435;788;412;249;74;79;66;44;3;3;2;0;;0;TURBIDEZ;PMQs;1
15.5103;524;598;670;501;597;561;583;811;586;1638;529;345;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.538494;513;576;921;646;767;433;442;367;333;305;159;118;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15.587376;54;51;97;108;132;87;85;68;47;1;5;9;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.6;552;517;726;565;554;314;319;270;305;730;269;335;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
15.6;552;517;726;565;554;314;319;270;305;730;269;335;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
15.6;552;517;726;565;554;314;319;270;305;730;269;335;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
15.6;345;387;516;460;519;352;379;293;329;259;250;227;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.637;431;596;888;864;947;491;461;405;300;826;217;206;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
15.7;552;517;726;565;554;314;319;270;305;730;269;335;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
15.7;142;237;355;359;374;180;187;156;120;42;45;35;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.75;790;763;1033;859;1229;889;905;736;792;717;678;622;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
15.8;198;238;427;248;415;85;84;59;18;1;55;50;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
15.8;552;517;726;565;554;314;319;270;305;730;269;335;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
15.8;552;517;726;565;554;314;319;270;305;730;269;335;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
15.8;552;517;726;565;554;314;319;270;305;730;269;335;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
15.8;3710;3648;3706;3648;3986;4019;4100;4064;4147;5971;4648;4401;0;NADA;0;TURBIDEZ;PMQs;1
15.9;906;972;1037;1119;1209;1117;1159;992;1097;1053;1055;991;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16;358;382;552;387;426;264;268;244;226;200;223;194;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
16;217;253;433;252;401;97;92;76;39;2;72;65;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
16;366;397;522;498;449;194;224;212;141;485;108;65;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
16;506;620;1114;722;797;370;354;305;236;146;168;155;0;CIRRUS;0;TURBIDEZ;GemStat;1
16;60;139;307;266;307;116;112;110;83;;20;21;0;NADA;0;TURBIDEZ;Estados_Unidos;1
16;891;826;848;618;788;894;954;809;879;813;381;198;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16;708;474;557;402;770;555;592;546;545;2017;488;400;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16;77;36;45;49;38;30;51;47;52;51;62;40;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16;8;82;288;118;137;20;59;67;70;101;183;175;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.03;948;881;1110;1000;1381;1064;1059;872;985;935;803;740;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.07;399;471;641;637;545;240;274;206;185;733;224;170;0;CLEAR;0;TURBIDEZ;ANA;1
16.1;330;384;493;428;419;176;181;113;97;190;71;69;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
16.1;433;470;662;485;623;353;345;303;250;184;122;95;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
16.144;392;684;831;770;836;801;781;808;781;1282;996;989;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.188379;393;338;418;355;573;453;477;393;412;1655;215;180;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.2;694;752;853;576;555;487;513;471;461;892;473;396;0;CIRRUS;0;TURBIDEZ;PMQs;1
16.2;552;517;726;565;554;314;319;270;305;730;269;335;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
16.2;361;487;909;528;400;142;145;106;83;;23;21;0;NADA;0;TURBIDEZ;PMQs;1
16.2;142;237;355;359;374;180;187;156;120;42;45;35;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.2;299;341;463;348;309;310;321;281;313;702;249;176;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.29;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.3;133;118;83;54;41;18;20;21;29;43;76;69;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.3;370;385;692;690;724;473;457;440;432;1629;577;453;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.3;370;385;692;690;724;473;457;440;432;1629;577;453;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.4;552;517;726;565;554;314;319;270;305;730;269;335;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
16.4;552;517;726;565;554;314;319;270;305;730;269;335;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
16.5;521;576;753;586;813;968;1041;875;879;1115;341;303;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.51;248;411;616;515;641;332;320;320;231;123;187;181;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
16.6;274;325;632;519;559;243;230;217;175;99;127;105;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
16.6146;291;304;400;286;346;306;354;341;349;810;357;190;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.68;482;494;669;513;614;326;348;296;248;333;159;130;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
16.7;218;332;495;197;168;100;104;75;75;1;24;12;0;CIRRUS;0;TURBIDEZ;PMQs;1
16.7;370;385;692;690;724;473;457;440;432;1629;577;453;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.7062;291;304;400;286;346;306;354;341;349;810;357;190;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.8;413;450;599;411;789;1297;1437;1310;1340;1303;498;263;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.81;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.84;75;130;198;170;298;136;142;114;82;10;70;64;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.860001;918;1272;1737;1904;2264;2122;2268;2102;2248;2960;2442;2153;0;CIRRUS;0;TURBIDEZ;ANA;1
16.9;1277;131;139;178;193;276;253;264;271;2072;417;342;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.9;762;479;716;438;715;471;489;473;473;2251;375;285;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
16.9;157;264;340;152;143;109;123;112;120;163;94;76;0;SHADOW;0;TURBIDEZ;PMQs;1
17;76;110;523;300;530;133;134;115;56;2;54;48;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17;498;594;826;727;687;446;472;442;389;549;257;174;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17;429;499;863;699;617;244;240;231;170;124;73;45;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17;476;697;825;805;1087;1479;1629;1731;1693;1795;1350;1010;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17;476;697;825;805;1087;1479;1629;1731;1693;1795;1350;1010;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17;1324;1447;1463;1409;1622;1753;1905;1774;2031;2752;1974;2031;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17;256;340;467;459;447;187;181;156;107;14;52;32;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17;184;239;343;210;359;103;114;88;46;;59;49;0;NADA;0;TURBIDEZ;Estados_Unidos;1
17;;38;363;129;164;2;12;9;8;79;206;197;0;NADA;0;TURBIDEZ;Estados_Unidos;1
17;417;303;398;306;550;678;737;651;714;2264;489;339;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
17;540;664;814;756;1056;1186;1325;1182;1352;1393;1407;1175;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
17;1;134;311;156;433;198;198;148;47;5;66;48;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
17;1032;1397;1609;1568;1705;1505;1519;1440;1492;2208;1396;1178;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
17.001524;72;45;106;125;236;110;107;99;66;1;9;3;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
17.041681;166;217;239;210;346;201;200;164;128;92;49;45;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
17.1;192;344;631;751;700;263;247;211;137;25;60;49;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17.1;472;549;822;738;694;330;336;283;242;205;120;102;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17.1;370;385;692;690;724;473;457;440;432;1629;577;453;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
17.11;536;578;640;470;586;331;321;262;192;220;68;55;0;CIRRUS;0;TURBIDEZ;Canada;1
17.19;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
17.2;253;254;473;491;427;123;120;88;53;238;42;39;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17.2;404;630;849;536;448;170;163;154;113;24;59;56;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17.3;317;508;849;726;548;167;160;128;73;12;19;14;0;;0;TURBIDEZ;Estados_Unidos;1
17.379999;392;421;592;486;449;257;277;272;365;1244;632;436;0;CLEAR;0;TURBIDEZ;ANA;1
17.4;601;523;441;341;308;172;158;152;147;338;248;235;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17.4;336;546;715;795;1049;1438;1590;1707;1756;1987;1320;1093;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17.4;425;475;661;584;566;303;285;259;221;138;113;85;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17.4;316;355;591;360;336;151;165;119;125;154;127;127;0;CIRRUS;0;TURBIDEZ;PMQs;1
17.4;524;640;953;577;526;343;356;307;308;272;265;242;0;CIRRUS;0;TURBIDEZ;PMQs;1
17.4;361;319;344;335;368;251;261;209;198;112;82;69;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
17.5;287;444;773;485;529;201;189;167;119;56;40;32;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17.5;309;506;847;714;541;176;168;132;83;14;31;28;0;;0;TURBIDEZ;Estados_Unidos;1
17.542332;524;594;992;646;771;400;417;353;310;301;169;137;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17.6225;1480;1993;2222;2107;2501;2753;2733;2856;2699;4664;2696;1940;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17.68;537;577;677;507;646;325;335;254;190;181;65;47;0;CIRRUS;0;TURBIDEZ;Canada;1
17.68;536;588;658;615;727;390;402;335;308;231;233;224;0;SHADOW;0;TURBIDEZ;Canada;1
17.7;306;481;791;685;553;181;185;151;110;37;45;39;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
17.7;417;589;886;532;428;261;271;241;229;186;187;152;0;CIRRUS;0;TURBIDEZ;PMQs;1
17.7;79;40;19;23;18;20;41;37;44;551;68;69;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
17.7;183;233;337;197;425;256;274;251;190;463;123;82;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
17.8;632;775;1208;1386;1660;1807;1867;1880;1900;2056;2224;1831;0;CIRRUS;0;TURBIDEZ;Europa;1
17.8;943;910;1001;844;1139;1403;1553;1573;1630;909;1075;684;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
17.8;509;535;538;533;547;517;519;528;511;507;526;460;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
17.8;267;383;589;523;450;154;147;121;81;7;14;6;0;;0;TURBIDEZ;Estados_Unidos;1
17.86;389;502;855;696;559;179;168;136;76;3;19;16;0;;0;TURBIDEZ;Estados_Unidos;1
17.9;121;202;319;121;87;30;51;30;29;;28;24;0;NADA;0;TURBIDEZ;PMQs;1
17.9;224;259;274;253;287;168;180;150;122;12;41;37;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18;855;1615;2041;2403;2650;2535;2603;2585;2577;1739;3258;3034;0;CIRRUS;0;TURBIDEZ;ANA;1
18;879;895;1144;986;1230;801;859;692;712;694;604;547;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
18;60;175;302;190;223;123;148;114;117;123;65;61;0;SHADOW;0;TURBIDEZ;Cetesb;1
18;39;2;14;17;15;35;41;61;93;1023;90;81;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18;540;664;814;756;1056;1186;1325;1182;1352;1393;1407;1175;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18;471;718;960;1030;1132;939;1001;943;1029;577;1194;945;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18;558;666;798;599;900;571;593;479;464;251;323;283;0;SHADOW;0;TURBIDEZ;GemStat;1
18;93;276;485;391;440;142;128;124;67;4;11;4;0;;0;TURBIDEZ;Estados_Unidos;1
18.04;389;502;855;696;559;179;168;136;76;3;19;16;0;;0;TURBIDEZ;Estados_Unidos;1
18.06;393;504;856;710;578;207;175;161;100;15;10;8;0;;0;TURBIDEZ;Estados_Unidos;1
18.09;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.1;551;504;623;449;490;306;306;264;236;225;167;125;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
18.1;212;246;449;337;414;179;174;173;137;136;57;49;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
18.1;552;517;726;565;554;314;319;270;305;730;269;335;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
18.1;348;471;628;217;157;85;97;70;65;52;29;20;0;;0;TURBIDEZ;PMQs;1
18.24;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.29;393;504;856;710;578;207;175;161;100;15;10;8;0;;0;TURBIDEZ;Estados_Unidos;1
18.3;316;355;591;360;336;151;165;119;125;154;127;127;0;CIRRUS;0;TURBIDEZ;PMQs;1
18.3;763;580;685;673;769;953;1047;908;1036;1783;889;653;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.3;483;480;641;528;643;467;505;435;434;627;249;201;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.3;162;251;314;391;385;166;171;148;95;1;21;18;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.4;195;283;586;254;757;1082;1140;1121;1099;1353;636;304;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.4;493;463;477;442;478;319;308;274;247;146;135;107;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.5;236;178;202;200;220;120;122;103;80;1;1;4;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.6;377;385;388;341;390;262;265;235;205;156;115;101;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.6;411;486;650;368;588;452;487;401;345;226;65;39;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.6;300;514;845;654;628;201;185;160;93;2;7;8;0;;0;TURBIDEZ;Estados_Unidos;1
18.7;245;235;275;273;311;208;224;177;155;74;61;49;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.7;439;597;1074;812;669;207;210;143;115;49;37;24;0;;0;TURBIDEZ;PMQs;1
18.799999;3581;2977;3132;3178;3655;3971;4011;3705;4056;6559;3894;3286;0;CIRRUS;0;TURBIDEZ;ANA;1
18.8;281;310;303;291;313;238;266;209;211;152;137;138;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.8;551;650;652;625;652;530;544;522;472;316;373;337;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.824;641;690;889;939;1131;1477;1598;1646;1748;1725;1537;1256;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
18.9;234;393;871;392;743;264;259;163;88;32;56;50;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
18.9;639;853;1139;1016;972;638;639;630;571;488;591;499;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
18.9;370;385;692;690;724;473;457;440;432;1629;577;453;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
18.9;300;514;845;654;628;201;185;160;93;2;7;8;0;;0;TURBIDEZ;Estados_Unidos;1
18.93978;222;117;100;110;131;124;137;122;137;431;256;192;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19;256;340;467;459;447;187;181;156;107;14;52;32;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
19;;;;;;;;;;;;;0;NADA;0;TURBIDEZ;Estados_Unidos;1
19;164;230;412;459;421;147;157;135;86;1;4;2;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19;613;491;628;626;762;616;643;498;566;651;362;321;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19;708;1217;1541;1622;1628;1459;1501;1377;1343;768;1338;1391;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19;97;220;400;356;448;213;199;172;119;118;47;26;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19.1;825;1164;1512;1709;1965;1945;2068;2012;2116;2358;2432;2277;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
19.1;639;853;1139;1016;972;638;639;630;571;488;591;499;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
19.1;138;359;631;576;422;112;94;87;43;;24;15;0;NADA;0;TURBIDEZ;Estados_Unidos;1
19.1;392;510;740;591;564;426;474;476;439;866;296;220;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19.1;1451;1634;1666;1619;1669;1508;1504;1742;1396;1494;1502;1269;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19.1;175;97;234;171;223;182;193;197;208;989;320;237;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19.1;300;514;845;654;628;201;185;160;93;2;7;8;0;;0;TURBIDEZ;Estados_Unidos;1
19.2;555;688;914;887;800;468;471;434;397;306;254;233;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
19.2;397;457;646;405;474;312;329;266;267;257;157;161;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
19.2;306;455;672;546;773;1097;1285;1435;1340;1528;1019;557;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19.2;147;1;6;10;7;11;25;35;50;363;63;44;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19.2;300;514;845;654;628;201;185;160;93;2;7;8;0;;0;TURBIDEZ;Estados_Unidos;1
19.2;293;485;809;642;623;222;188;176;99;2;9;9;0;;0;TURBIDEZ;Estados_Unidos;1
19.247999;275;311;417;315;637;406;409;343;285;224;161;141;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19.299999;410;369;347;327;407;399;431;376;417;950;554;430;0;SHADOW;0;TURBIDEZ;ANA;1
19.4;71;117;137;69;105;27;73;41;23;88;33;33;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19.4;197;296;463;327;403;143;149;133;95;7;10;3;0;;0;TURBIDEZ;Estados_Unidos;1
19.4;348;471;628;217;157;85;97;70;65;52;29;20;0;;0;TURBIDEZ;PMQs;1
19.5;168;283;433;195;158;70;88;61;49;1;30;25;0;CIRRUS;0;TURBIDEZ;PMQs;1
19.5;316;388;513;437;549;273;269;230;175;113;59;40;0;SHADOW;0;TURBIDEZ;Canada;1
19.5;381;593;834;598;603;201;197;183;99;1;28;29;0;;0;TURBIDEZ;Estados_Unidos;1
19.7;257;279;283;284;301;198;216;169;140;17;37;28;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19.7;293;485;809;642;623;222;188;176;99;2;9;9;0;;0;TURBIDEZ;Estados_Unidos;1
19.791468;27;28;48;84;108;77;84;80;59;1;5;5;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19.8;2879;2463;2865;2524;2798;2958;3070;2946;3027;10228;2454;2139;0;CIRRUS;0;TURBIDEZ;PMQs;1
19.8;300;514;845;654;628;201;185;160;93;2;7;8;0;;0;TURBIDEZ;Estados_Unidos;1
19.9156;902;318;355;289;339;408;443;280;500;1548;366;405;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
19.94;442;392;481;272;494;461;455;434;483;983;251;126;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
20;765;886;1060;987;966;794;786;838;742;697;689;589;0;CIRRUS;0;TURBIDEZ;Estados_Unidos;1
20;474;591;968;591;527;289;300;282;252;180;195;165;0;CIRRUS;0;TURBIDEZ;PMQs;1
20;396;375;567;623;586;292;276;258;198;836;236;215;0;CLEAR;0;TURBIDEZ;Estados_Unidos;1
20;542;740;800;522;819;518;621;491;617;1131;497;555;0;SHADOW;0;TURBIDEZ;ANA;1
20;142;215;284;254;381;198;196;166;118;47;81;74;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
20;142;215;284;254;381;198;196;166;118;47;81;74;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
20;249;267;257;227;257;163;167;132;109;42;40;30;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
20;770;905;1162;1064;1202;958;943;929;840;984;1027;1080;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
20;1269;1124;1319;1371;1550;1364;1379;1183;1319;1354;1097;988;0;SHADOW;0;TURBIDEZ;Estados_Unidos;1
